"id","cfs","offensedate","offensehour","offensedow","cfsaddress","cfslatitude","cfslongitude","cfs-2","cfs_type","cfs_class","date","moonphase"
218002852,"Fraud (all Other)","2018-01-28",15,"Sunday","3700 BLK SW 22ND PL",29.631221,-82.378761,"Fraud (all Other)","Fraud","Property","2018-01-28","First Quarter"
218001763,"Discharge Firearm in Public","2018-01-28",23,"Sunday","4000 BLK SW 37TH BLVD",29.617822,-82.377955,"Discharge Firearm in Public","Gov Reg Vio","Government","2018-01-28","First Quarter"
218001733,"Theft Petit - Retail","2018-01-28",12,"Sunday","1800 BLK NE 12TH AVE",29.661941,-82.300747,"Theft Petit - Retail","Theft","Property","2018-01-28","First Quarter"
218001969,"Burglary to Residence","2018-01-28",9,"Sunday","3000 BLK NE 28TH DR",29.679854,-82.288972,"Burglary to Residence","Theft","Property","2018-01-28","First Quarter"
218001891,"Battery (simple)","2018-01-28",9,"Sunday","3400 BLK NE 39TH AVE",29.679036,-82.277544,"Battery (simple)","Battery","Person","2018-01-28","First Quarter"
218001729,"Drug Equip/paraphernalia","2018-01-28",11,"Sunday","6300 BLK NW 13TH ST",29.711939,-82.354053,"Drug Equip/paraphernalia","Drugs","Government","2018-01-28","First Quarter"
218001743,"Battery (aggravated)","2018-01-28",15,"Sunday","1600 BLK SE 3RD AVE",29.64917,-82.304436,"Battery (aggravated)","Battery","Person","2018-01-28","First Quarter"
618004876,"Identity Theft","2018-01-28",0,"Sunday","6500 BLK NW 40TH DR",29.714683,-82.384861,"Identity Theft","Fraud","Property","2018-01-28","First Quarter"
218011671,"Fraud (worthless Check)","2018-01-30",0,"Tuesday","1700 BLK NW 2ND AVE",29.65349,-82.344779,"Fraud (worthless Check)","Fraud","Property","2018-01-30","First Quarter"
218001878,"Found Property","2018-01-30",15,"Tuesday","1600 BLK NW 39TH AVE",29.68852,-82.343067,"Found Property","Other","Other ","2018-01-30","First Quarter"
218001927,"Theft Grand - Other","2018-01-30",0,"Tuesday","2800 BLK NW 13TH ST",29.67785,-82.339174,"Theft Grand - Other","Theft","Property","2018-01-30","First Quarter"
218001920,"Criminal Mischief (felony)","2018-01-30",21,"Tuesday","1100 BLK SE 15TH ST",29.641011,-82.305876,"Criminal Mischief (felony)","Quality of Life","Property","2018-01-30","First Quarter"
218001873,"Threatening Phone Calls","2018-01-30",13,"Tuesday","2300 BLK SW 34TH ST",29.630614,-82.372625,"Threatening Phone Calls","Other","Person","2018-01-30","First Quarter"
618004779,"Theft Petit - Other","2018-01-30",0,"Tuesday","100 BLK SE 8TH ST",29.65097,-82.316248,"Theft Petit - Other","Theft","Property","2018-01-30","First Quarter"
218001850,"Burglary to Conveyance","2018-01-30",7,"Tuesday","300 BLK SW 16TH AVE",29.636184,-82.328607,"Burglary to Conveyance","Theft","Property","2018-01-30","First Quarter"
218001894,"Violation of Temporary Injunction","2018-01-30",20,"Tuesday","3700 BLK SW 42ND ST",29.620554,-82.385816,"Violation of Temporary Injunction","Gov Reg Vio","Government","2018-01-30","First Quarter"
218001871,"Domestic Simple Battery","2018-01-30",13,"Tuesday","1100 BLK NE 25TH TER",29.662309,-82.291071,"Domestic Simple Battery","Battery","Person","2018-01-30","First Quarter"
218001884,"Drug Poss. of Controlled Substance","2018-01-30",22,"Tuesday","2400 BLK NW 34TH ST",29.67441,-82.372315,"Drug Poss. of Controlled Substance","Drugs","Government","2018-01-30","First Quarter"
218001929,"Burglary to Conveyance","2018-01-30",21,"Tuesday","2600 BLK SW 31ST PL",29.622669,-82.361021,"Burglary to Conveyance","Theft","Property","2018-01-30","First Quarter"
218001885,"Theft Grand - Retail","2018-01-30",16,"Tuesday","3000 BLK SW 34TH ST",29.626002,-82.37257,"Theft Grand - Retail","Theft","Property","2018-01-30","First Quarter"
218002240,"Burglary to Conveyance","2018-01-30",8,"Tuesday","5200 BLK NW 34TH BLVD",29.702217,-82.366316,"Burglary to Conveyance","Theft","Property","2018-01-30","First Quarter"
218001876,"Driving While License Suspended/revoked","2018-01-30",14,"Tuesday","5100 BLK SW 20TH AVE",29.639891,-82.397063,"Driving While License Suspended/revoked","Gov Reg Vio","Government","2018-01-30","First Quarter"
218001861,"Juvenile Problem / Disturbance","2018-01-30",12,"Tuesday","3300 BLK SW 13TH ST",29.622269,-82.33976,"Juvenile Problem / Disturbance","Quality of Life","Person","2018-01-30","First Quarter"
218001872,"Trespass Warning","2018-01-30",13,"Tuesday","1200 BLK NW 23RD AVE",29.673969,-82.337032,"Trespass Warning","Quality of Life","Other ","2018-01-30","First Quarter"
218001857,"Drug Violation","2018-01-30",11,"Tuesday","3500 BLK NE 15TH ST",29.684413,-82.305793,"Drug Violation","Drugs","Government","2018-01-30","First Quarter"
218001858,"Driving While License Suspended/revoked","2018-01-30",11,"Tuesday","600 BLK NE 9TH ST",29.657154,-82.314795,"Driving While License Suspended/revoked","Gov Reg Vio","Government","2018-01-30","First Quarter"
218001877,"Theft Petit - Other","2018-01-30",15,"Tuesday","1000 BLK NE 16TH AVE",29.666551,-82.313409,"Theft Petit - Other","Theft","Property","2018-01-30","First Quarter"
218001851,"Domestic Simple Battery","2018-01-30",9,"Tuesday","2800 BLK SW 40TH AVE",29.613913,-82.365059,"Domestic Simple Battery","Battery","Person","2018-01-30","First Quarter"
218001898,"Domestic Battery by Strangulation","2018-01-30",22,"Tuesday","800 BLK NW 10TH AVE",29.661167,-82.332976,"Domestic Battery by Strangulation","Battery","Person","2018-01-30","First Quarter"
218001836,"Trespass Warning","2018-01-30",0,"Tuesday","1200 BLK W UNIVERSITY AVE",29.652073,-82.3371,"Trespass Warning","Quality of Life","Other ","2018-01-30","First Quarter"
218001870,"Trespass Warning","2018-01-30",13,"Tuesday","1000 BLK NE 14TH ST",29.660817,-82.307025,"Trespass Warning","Quality of Life","Other ","2018-01-30","First Quarter"
218001901,"Suspicious Incident","2018-01-30",16,"Tuesday","3500 BLK NW 65TH LN",29.714946,-82.374373,"Suspicious Incident","Other","Other ","2018-01-30","First Quarter"
218001866,"Flee/attempt to Elude Police Officer","2018-01-30",12,"Tuesday","800 BLK NE 18TH ST",29.659189,-82.301611,"Flee/attempt to Elude Police Officer","Gov Reg Vio","Government","2018-01-30","First Quarter"
218001845,"Trespass Warning","2018-01-30",8,"Tuesday","5200 BLK SW 34TH ST",29.605059,-82.371255,"Trespass Warning","Quality of Life","Other ","2018-01-30","First Quarter"
218001937,"Burglary to Conveyance","2018-01-30",19,"Tuesday","1400 BLK NW 6TH ST",29.6648,-82.330875,"Burglary to Conveyance","Theft","Property","2018-01-30","First Quarter"
218001913,"Disturbance","2018-01-30",0,"Tuesday","2100 BLK NW 55TH BLVD",29.705036,-82.352454,"Disturbance","Quality of Life","Person","2018-01-30","First Quarter"
218001837,"Domestic Simple Battery","2018-01-30",0,"Tuesday","4300 BLK NW 29TH TER",29.693499,-82.366875,"Domestic Simple Battery","Battery","Person","2018-01-30","First Quarter"
218001889,"Domestic Disturbance","2018-01-30",18,"Tuesday","1300 BLK NE 15TH ST",29.664042,-82.30582,"Domestic Disturbance","Quality of Life","Person","2018-01-30","First Quarter"
218002150,"Theft Grand - Other","2018-01-30",16,"Tuesday","2900 BLK SW 42ND ST",29.627061,-82.385022,"Theft Grand - Other","Theft","Property","2018-01-30","First Quarter"
218001892,"Found Property","2018-01-30",15,"Tuesday","300 BLK SW 16TH AVE",29.636184,-82.328607,"Found Property","Other","Other ","2018-01-30","First Quarter"
218001915,"Traffic Offense (all Other)","2018-01-30",13,"Tuesday","1900 BLK SE 4TH ST",29.634335,-82.316213,"Traffic Offense (all Other)","Gov Reg Vio","Government","2018-01-30","First Quarter"
518000022,"Weapons Violation (possessing/concealing)","2018-01-31",16,"Wednesday","1100 BLK SE 15TH ST",29.641011,-82.305876,"Weapons Violation (possessing/concealing)","Gov Reg Vio","Government","2018-01-31","First Quarter"
219003576,"Theft Grand - Other","2018-01-31",12,"Wednesday","3600 BLK NW 61ST PL",29.710528,-82.376325,"Theft Grand - Other","Theft","Property","2018-01-31","First Quarter"
218019966,"Fraud (all Other)","2018-01-31",0,"Wednesday","1800 BLK SW 40TH TER",29.635505,-82.38463,"Fraud (all Other)","Fraud","Property","2018-01-31","First Quarter"
518000048,"Weapons Violation","2018-01-31",16,"Wednesday","BLK MM 377 SOUTHBOUND",NULL,NULL,"Weapons Violation","Gov Reg Vio","Government","2018-01-31","First Quarter"
218001949,"Theft Petit - Retail","2018-01-31",17,"Wednesday","1800 BLK NE 12TH AVE",29.661941,-82.300747,"Theft Petit - Retail","Theft","Property","2018-01-31","First Quarter"
218001922,"Trespass Warning","2018-01-31",11,"Wednesday","6400 BLK W NEWBERRY RD",29.659701,-82.411853,"Trespass Warning","Quality of Life","Other ","2018-01-31","First Quarter"
618004930,"Identity Theft","2018-01-31",0,"Wednesday","3600 BLK NW 38TH ST",29.686126,-82.381432,"Identity Theft","Fraud","Property","2018-01-31","First Quarter"
218005270,"Fraud (forgery)","2018-01-31",8,"Wednesday","1200 BLK SE 17TH TER",29.640266,-82.303042,"Fraud (forgery)","Fraud","Property","2018-01-31","First Quarter"
218001956,"Burglary to Residence","2018-01-31",21,"Wednesday","5100 BLK NW 34TH TER",29.701477,-82.372957,"Burglary to Residence","Theft","Property","2018-01-31","First Quarter"
218001951,"Trespass Warning","2018-01-31",19,"Wednesday","3400 BLK SW ARCHER RD",29.626953,-82.372611,"Trespass Warning","Quality of Life","Other ","2018-01-31","First Quarter"
218001954,"Trespass Warning","2018-01-31",20,"Wednesday","1500 BLK N MAIN ST",29.66577,-82.324505,"Trespass Warning","Quality of Life","Other ","2018-01-31","First Quarter"
218001931,"Damage to Property","2018-01-31",7,"Wednesday","6600 BLK NW 9TH BLVD",29.66328,-82.413064,"Damage to Property","Quality of Life","Property","2018-01-31","First Quarter"
218001970,"Burglary to Business","2018-01-31",19,"Wednesday","2700 BLK SW 34TH ST",29.628446,-82.37265,"Burglary to Business","Theft","Property","2018-01-31","First Quarter"
218002314,"Theft Grand - From Building","2018-01-31",17,"Wednesday","1900 BLK SW 42ND WAY",29.635231,-82.388625,"Theft Grand - From Building","Theft","Property","2018-01-31","First Quarter"
218001953,"Suspicious Incident","2018-01-31",20,"Wednesday","2900 BLK SW 42ND ST",29.627061,-82.385022,"Suspicious Incident","Other","Other ","2018-01-31","First Quarter"
218001940,"Theft Petit - Retail","2018-01-31",17,"Wednesday","200 BLK NW 13TH ST",29.653367,-82.339238,"Theft Petit - Retail","Theft","Property","2018-01-31","First Quarter"
218001916,"Theft Petit - Other","2018-01-31",9,"Wednesday","3200 BLK NW 15TH AVE",29.665618,-82.370368,"Theft Petit - Other","Theft","Property","2018-01-31","First Quarter"
218001911,"Suspicious Incident","2018-01-31",1,"Wednesday","4100 BLK NW 13TH ST",29.690124,-82.339087,"Suspicious Incident","Other","Other ","2018-01-31","First Quarter"
218001935,"Trespass Warning","2018-01-31",15,"Wednesday","1600 BLK SW 13TH ST",29.63641,-82.339435,"Trespass Warning","Quality of Life","Other ","2018-01-31","First Quarter"
218001946,"Theft Petit - Retail","2018-01-31",16,"Wednesday","2900 BLK SW 42ND ST",29.627061,-82.385022,"Theft Petit - Retail","Theft","Property","2018-01-31","First Quarter"
218001962,"Criminal Mischief (misdemeanor)","2018-01-31",15,"Wednesday","900 BLK NE 20TH ST",29.660611,-82.299035,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-01-31","First Quarter"
218002041,"Burglary to Residence","2018-01-31",0,"Wednesday","1100 BLK NW 6TH PL",29.656903,-82.336076,"Burglary to Residence","Theft","Property","2018-01-31","First Quarter"
218001958,"Stolen Vehicle (auto)","2018-01-31",20,"Wednesday","3600 BLK SW 20TH AVE",29.63408,-82.37645,"Stolen Vehicle (auto)","Theft","Property","2018-01-31","First Quarter"
218002094,"Burglary to Residence","2018-01-31",12,"Wednesday","1100 BLK NW 52ND TER",29.663161,-82.398565,"Burglary to Residence","Theft","Property","2018-01-31","First Quarter"
218001939,"Theft Grand - Bicycle","2018-01-31",11,"Wednesday","900 BLK NE 7TH AVE",29.657864,-82.314794,"Theft Grand - Bicycle","Theft","Property","2018-01-31","First Quarter"
218001923,"Theft Grand - Retail","2018-01-31",2,"Wednesday","2900 BLK SW 42ND ST",29.627061,-82.385022,"Theft Grand - Retail","Theft","Property","2018-01-31","First Quarter"
218001967,"Burglary to Conveyance","2018-01-31",21,"Wednesday","1100 BLK NE 16TH AVE",29.666537,-82.311307,"Burglary to Conveyance","Theft","Property","2018-01-31","First Quarter"
218001928,"Trespass Warning","2018-01-31",12,"Wednesday","4000 BLK SW 37TH BLVD",29.617822,-82.377955,"Trespass Warning","Quality of Life","Other ","2018-01-31","First Quarter"
218001906,"Drug Equip/paraphernalia","2018-01-31",1,"Wednesday","3400 BLK NW 7TH AVE",29.657909,-82.372403,"Drug Equip/paraphernalia","Drugs","Government","2018-01-31","First Quarter"
218001905,"Drug Violation (selling)","2018-01-31",0,"Wednesday","4000 BLK SW 23RD ST",29.618197,-82.355563,"Drug Violation (selling)","Drugs","Government","2018-01-31","First Quarter"
218001950,"Trespass Warning","2018-01-31",17,"Wednesday","3700 BLK NW 13TH ST",29.686579,-82.339097,"Trespass Warning","Quality of Life","Other ","2018-01-31","First Quarter"
218001966,"Suspicious Incident","2018-01-31",9,"Wednesday","1900 BLK NW 13TH ST",29.668787,-82.339149,"Suspicious Incident","Other","Other ","2018-01-31","First Quarter"
218002020,"Theft Petit - Bicycle","2018-01-31",19,"Wednesday","1100 BLK SW 7TH AVE",29.645736,-82.336059,"Theft Petit - Bicycle","Theft","Property","2018-01-31","First Quarter"
218001919,"Battery (simple)","2018-01-31",9,"Wednesday","3200 BLK SW 41ST PL",29.615669,-82.369999,"Battery (simple)","Battery","Person","2018-01-31","First Quarter"
220008797,"Theft Grand - Other","2018-01-31",0,"Wednesday","1000 BLK SW 62ND BLVD",29.641625,-82.398242,"Theft Grand - Other","Theft","Property","2018-01-31","First Quarter"
218001947,"Fraud (impersonation)","2018-01-31",16,"Wednesday","3900 BLK SW ARCHER RD",29.62005,-82.381118,"Fraud (impersonation)","Fraud","Property","2018-01-31","First Quarter"
218009555,"Domestic Violence Injunction Violation","2018-05-24",17,"Thursday","1900 BLK SE 13TH PL",29.638909,-82.300266,"Domestic Violence Injunction Violation","Gov Reg Vio","Government","2018-05-24","First Quarter"
218010335,"Theft Grand - Retail","2018-05-24",14,"Thursday","6200 BLK W NEWBERRY RD",29.659672,-82.408934,"Theft Grand - Retail","Theft","Property","2018-05-24","First Quarter"
218009565,"Domestic Simple Battery","2018-05-24",18,"Thursday","400 BLK NE 16TH AVE",29.666584,-82.320551,"Domestic Simple Battery","Battery","Person","2018-05-24","First Quarter"
218009576,"Battery (simple)","2018-05-24",20,"Thursday","4400 BLK NW 25TH PL",29.67604,-82.389796,"Battery (simple)","Battery","Person","2018-05-24","First Quarter"
218009523,"Theft Petit - Retail","2018-05-24",10,"Thursday","1800 BLK NE 12TH AVE",29.661941,-82.300747,"Theft Petit - Retail","Theft","Property","2018-05-24","First Quarter"
218009589,"Burglary to Business","2018-05-24",21,"Thursday","4600 BLK NW 8TH AVE",29.659578,-82.392305,"Burglary to Business","Theft","Property","2018-05-24","First Quarter"
218009516,"Damage to City Property","2018-05-24",8,"Thursday","3000 BLK NE 28TH DR",29.679854,-82.288972,"Damage to City Property","Other","Property","2018-05-24","First Quarter"
218009643,"Battery on a Person 65 Yoa or Older","2018-05-24",21,"Thursday","4100 BLK SW 17TH PL",29.636254,-82.385167,"Battery on a Person 65 Yoa or Older","Battery","Person","2018-05-24","First Quarter"
218000083,"Trespass Warning","2018-01-02",17,"Tuesday","1200 BLK W UNIVERSITY AVE",29.652073,-82.3371,"Trespass Warning","Quality of Life","Other ","2018-01-02","First Quarter"
218003495,"Battery (simple)","2018-02-24",1,"Saturday","1700 BLK W UNIVERSITY AVE",29.652088,-82.344748,"Battery (simple)","Battery","Person","2018-02-24","First Quarter"
218009977,"Theft Petit - Other","2018-05-24",15,"Thursday","2600 BLK SW 33RD PL",29.620808,-82.360918,"Theft Petit - Other","Theft","Property","2018-05-24","First Quarter"
218009629,"Criminal Mischief (misdemeanor)","2018-05-24",20,"Thursday","3500 BLK NW 51ST AVE",29.701492,-82.374292,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-05-24","First Quarter"
218000006,"Disturbance","2018-01-01",2,"Monday","900 BLK SW 8TH AVE",29.644885,-82.333668,"Disturbance","Quality of Life","Person","2018-01-01","First Quarter"
218009586,"Burglary to Conveyance","2018-05-24",18,"Thursday","700 BLK NW 10TH AVE",29.661159,-82.331949,"Burglary to Conveyance","Theft","Property","2018-05-24","First Quarter"
218009612,"Burglary to Conveyance","2018-05-25",1,"Friday","2900 BLK SW 35TH PL",29.620492,-82.367212,"Burglary to Conveyance","Theft","Property","2018-05-25","First Quarter"
518000285,"Drug Violation (sid)","2018-05-25",11,"Friday","500 BLK NW 8TH AVE",29.659423,-82.329994,"Drug Violation (sid)","Drugs","Government","2018-05-25","First Quarter"
218000019,"Battery (aggravated)","2018-01-01",11,"Monday","4000 BLK SW 21ST LN",29.632535,-82.384116,"Battery (aggravated)","Battery","Person","2018-01-01","First Quarter"
218003800,"Harassing/ Obscene Calls","2018-02-28",13,"Wednesday","3700 BLK NE 13TH ST",29.686955,-82.309519,"Harassing/ Obscene Calls","Quality of Life","Person","2018-02-28","First Quarter"
218009604,"Criminal Mischief (misdemeanor)","2018-05-25",12,"Friday","1000 BLK N MAIN ST",29.661106,-82.324533,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-05-25","First Quarter"
218009782,"Suspicious Incident","2018-05-25",19,"Friday","100 BLK SE 16TH AVE",29.634432,-82.326536,"Suspicious Incident","Other","Other ","2018-05-25","First Quarter"
218009585,"Criminal Mischief (misdemeanor)","2018-05-25",2,"Friday","100 BLK NW 18TH ST",29.652799,-82.346292,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-05-25","First Quarter"
218009920,"Trespass","2018-05-25",12,"Friday","1800 BLK NW 4TH ST",29.668426,-82.328773,"Trespass","Quality of Life","Property","2018-05-25","First Quarter"
218009628,"Found Property","2018-05-25",19,"Friday","4200 BLK SW 30TH AVE",29.625872,-82.386789,"Found Property","Other","Other ","2018-05-25","First Quarter"
218009608,"Trespass Warning","2018-05-25",13,"Friday","3200 BLK SW 25TH WAY",29.622412,-82.360323,"Trespass Warning","Quality of Life","Other ","2018-05-25","First Quarter"
218000072,"Suspicious Incident","2018-01-02",12,"Tuesday","3200 BLK NW 15TH AVE",29.665618,-82.370368,"Suspicious Incident","Other","Other ","2018-01-02","First Quarter"
218009633,"Battery (simple)","2018-05-25",19,"Friday","4100 BLK NW 10TH ST",29.690359,-82.335027,"Battery (simple)","Battery","Person","2018-05-25","First Quarter"
218012085,"Theft Grand - Retail","2018-05-25",12,"Friday","1500 BLK N MAIN ST",29.66577,-82.324505,"Theft Grand - Retail","Theft","Property","2018-05-25","First Quarter"
218009590,"Battery (simple)","2018-05-25",7,"Friday","6500 BLK W NEWBERRY RD",29.659699,-82.411597,"Battery (simple)","Battery","Person","2018-05-25","First Quarter"
218000093,"Theft Grand - From Vehicle (not Parts)","2018-01-01",23,"Monday","1900 BLK SE 4TH ST",29.634335,-82.316213,"Theft Grand - From Vehicle (not Parts)","Theft","Property","2018-01-01","First Quarter"
218009640,"Driving Under the Influence","2018-05-25",20,"Friday","2000 BLK SW 34TH ST",29.634235,-82.372609,"Driving Under the Influence","Alcohol","Government","2018-05-25","First Quarter"
218009610,"Criminal Mischief (misdemeanor)","2018-05-25",13,"Friday","6400 BLK W NEWBERRY RD",29.659701,-82.411853,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-05-25","First Quarter"
218009788,"Runaway","2018-05-25",20,"Friday","1600 BLK NE 12TH AVE",29.66318,-82.30523,"Runaway","Other","Person","2018-05-25","First Quarter"
218000092,"Criminal Mischief (misdemeanor)","2018-01-01",19,"Monday","6400 BLK W NEWBERRY RD",29.659701,-82.411853,"Criminal Mischief (misdemeanor)","Quality of Life","Property","2018-01-01","First Quarter"
218009581,"Burglary to Residence","2018-05-25",0,"Friday","300 BLK NW 34TH TER",29.654057,-82.373261,"Burglary to Residence","Theft","Property","2018-05-25","First Quarter"
218009672,"Burglary to Residence","2018-05-25",23,"Friday","2300 BLK SW 35TH PL",29.620182,-82.356991,"Burglary to Residence","Theft","Property","2018-05-25","First Quarter"
218009649,"Burglary to Business","2018-05-25",23,"Friday","2200 BLK SE HAWTHORNE RD",29.646017,-82.295423,"Burglary to Business","Theft","Property","2018-05-25","First Quarter"
218009685,"Burglary to Conveyance","2018-05-25",9,"Friday","200 BLK SE 16TH AVE",29.634039,-82.326408,"Burglary to Conveyance","Theft","Property","2018-05-25","First Quarter"
218009594,"Domestic Disturbance","2018-05-25",8,"Friday","2000 BLK NE 15TH ST",29.670694,-82.305833,"Domestic Disturbance","Quality of Life","Person","2018-05-25","First Quarter"
